text,title,date,year,institution,language,url,n_tokens,source
"Tackling climate change is an urgent UK and global priority.  Without effective international action, we face accelerating threats to our security and prosperity, including rising sea levels, collapsing biodiversity, and more frequent extreme weather. Climate change must therefore be an issue of deep concern to us all. The UK reaffirms its strong respect for the role of the ICJ as the principal judicial organ of the UN. This is an important opinion, and while we do not agree with all its conclusions, it has the potential to help galvanise climate action. It is on this basis that we voted in favour of the resolution. We stand with Small Island Developing States, Least Developed Countries, and other climate vulnerable countries, and remain committed to working with all partners to keep 1.5 within reach through effective and inclusive action under the UNFCCC and the Paris Agreement, guided by the best available science. The UK co-sponsored Vanuatu’s resolution requesting an Advisory Opinion in 2023, hoping that it would refocus efforts to deliver on climate commitments. In this respect the UK particularly welcomes the Court’s findings that: ·  the climate change treaties constitute “the principal legal instruments regulating the international response to the global problem of climate change”; ·  the standard of due diligence when preparing Nationally Determined Contributions is “stringent”; and ·  international co-operation between States is “indispensable in the field of climate”. The Court also helpfully identified the existing mechanisms under the applicable treaties to facilitate cooperation; and recognised the dynamic nature of development status and capacity and capabilities to respond to climate change. With respect to the amendments that were proposed to this resolution, our votes opposing them reflect the fact that the text is a package arrived at following a long negotiating process in order to secure the widest possible support. We therefore opposed all amendments without prejudice to the UK’s legal or other positions on the substance of those amendments. I will make three related points on our vote supporting the resolution. Firstly, General Assembly resolutions and ICJ Advisory Opinions are not legally binding on States. The UK’s support for this resolution is therefore without prejudice to its legal positions, including on collective rights. In particular, the UK was not alone before the Court in questioning the application of customary international law to the protection of the climate. We continue to have reservations about this and other matters. Secondly, this resolution is intended to reflect, not develop or interpret, the Court’s Advisory Opinion. Where there are inconsistencies between this resolution and the Opinion, States should look directly to the Opinion to understand the conclusions of the Court. The UK reserves its position on any aspects of the resolution which go beyond the Court’s conclusions. Thirdly, consistent with our support for seeking the Opinion, the UK recognises that any report by the Secretary General should assist States by advancing delivery of climate commitments, respecting both the advisory nature of the Opinion and the primary role of mechanisms and procedures under the UNFCCC and the Paris Agreement, and referring any proposals back to the UNFCCC. Climate change is an issue of deep concern to us all. The UK is a committed climate leader delivering on its obligations. We hope that there will now be growing momentum for all states to deliver on the promises they have made.",The UK’s explanation of vote on the UN General Assembly resolution on the ICJ’s Advisory Opinion on climate change.,2026-06-04,2026.0,UK_Government,en,https://www.gov.uk/government/speeches/the-uks-explanation-of-vote-on-the-un-general-assembly-resolution-on-the-icjs-advisory-opinion-on-climate-change,556,institutional
"Thank you Chair and thank you, Ambassador, for your report. Thank you also to you and your team for your support and hospitality to my Ambassador during his recent visit to Astana, where he saw first-hand the work you are doing across all three dimensions of security. The UK supports this balanced approach in many of the areas noted in your report. I won’t list them all here, but they stretch from judicial reform, to the fight against human trafficking, to regional cooperation on environmental issues and water governance. The Office’s range of work reflects the OSCE’s comprehensive approach to security and evidently delivers tangible benefits for Kazakhstan and the wider region. Ambassador, the UK supports your Office’s practical assistance to Kazakhstan, including the work on borders, cybercrime, our shared Vienna Document commitments, and security sector reform. We also welcome the Office’s partnership with your hosts on democratic governance, human rights and the rule of law. We remain a strong supporter of your mandate. As with all field missions we encourage continued focus on impact, sustainability and close alignment with OSCE commitments, particularly in a constrained resource environment. We reiterate our thanks to the Swiss Chairpersonship for beginning the discussion about the future of field missions throughout the network. We look forward to further substantive discussions on this matter over the coming months. Thank you.",Support for the OSCE Programme Office in Astana’s comprehensive security work and reform agenda: UK statement to the OSCE,2026-06-11,2026.0,UK_Government,en,https://www.gov.uk/government/speeches/support-for-the-osce-programme-office-in-astanas-comprehensive-security-work-and-reform-agenda-uk-statement-to-the-osce,225,institutional
"Thank you Praful Nargund for that introduction and can I congratulate you and all your partners on the National Growth Debate. The Good Growth Foundation is obviously playing a really important role, so thank you so much. And it is a privilege to be here at the National Growth Debate. This summit tackles one of the defining questions for Britain in 2026, which is how we drive the growth needed to raise living standards and create good jobs. Now in just the last few weeks, this government has: signed the contracts for the UK’s first fleet of small modular reactors consented the UK’s largest ever solar project published our plan to implement the Fingleton Review as we take a pro-nuclear, pro-nature approach to building in this country And we’ve seen historic investments in hydrogen, floating wind, and wind turbine manufacturing, the latest steps in our plan to work with businesses and trade unions to reindustrialise Britain. This government believes that clean energy is the great industrial and economic project for our country in the 21st century. But what I want to argue today, and I warn you this is a bit nerdy, is that it is even more important, our clean energy mission, given what has unfolded in the last few weeks. And I want to make an argument to you in this speech which is threefold: First , as we face the second fossil fuel shock in less than 5 years, the lesson for our country is clear:  The era of fossil fuel security is over, and the era of clean energy security must come of age. For Britain and so many other countries, clean energy is now the only route to financial security, energy security and indeed national security. The second part of my argument is that since taking office 2 years ago, the government has been relentless in our efforts to build clean power at speed and drive electrification across the economy. And while some have said we have gone too far and too fast, I profoundly disagree. Actually, I believe the opposite is true. In response to recent events, our actions must now be faster, deeper and more wide-ranging if we are to protect our security. We have not a moment to waste. And that is why, as I will explain today, we will double down, not back down on our mission for clean energy. Third , I’m not going to let Britain learn the wrong lessons and have us end up back here all over again. The North Sea is an important resource for our country which we will continue to use for decades to come. I do not agree with those who say we should “turn off the taps” overnight. But nor do I agree with those who suggest that somehow “drilling every last drop” will take a penny off bills or give us energy security. Indeed, an answer to this crisis that rejects clean energy and doubles down on fossil fuels is a recipe for energy insecurity in perpetuity. You can’t solve a fossil fuel crisis by doubling down on fossil fuels. So let me now take you through the argument. So first, it is now clear the world faces the second fossil fuel shock of this decade. The most important objective remains working for a permanent ceasefire and getting shipping flowing through the Strait of Hormuz. But even if we do that, recent events will reverberate across oil and gas markets at least for some months to come. Now from the moment this conflict began our immediate response and responsibility as a government has been to fight people’s corner in the face of global events. Because we know it is ordinary working people who are most exposed to the impacts. That’s why following our action that reduced the energy price cap in April, we have worked to help vulnerable families and expanded bills support to thousands of businesses. And however long this crisis goes on for we will continue to support families and businesses and intervene where necessary. But, and this is the main point of this speech, we are also determined to learn the right lessons of what we have seen in the last 4 years. Russia’s invasion of Ukraine caused global energy prices to surge and did huge damage to family finances, business finances and the public finances, frankly from which we are still seeking to recover. And here we are all over again. The same story of events around the world threatening families and businesses at home. And here’s the thing you’ve got to make a judgement about – all of us have got to make a judgement about – I believe this is for one simple reason: because Britain is so exposed to international fossil fuel markets. We’re exposed in our electricity system because 30% of generation comes from gas. And even more so, and I’ll come onto this, because even when we use renewables and nuclear, gas often sets the price. We’re exposed in how we keep our homes warm, because around 90% of families rely on gas or oil for their heating. We’re exposed in our businesses and industry, because around 70% of industrial processes also rely on fossil fuels. And we’re exposed in how we fuel our vehicles, because around 90% of cars on our roads run on petrol or diesel. And the reason this leaves us so vulnerable is because the price of these fossil fuels is set on the international market, regardless of where they come from. This is the fundamental energy and economics lesson of this crisis. Now truthfully, this has been a huge drag on growth and living standards for decades, because half of the UK’s recessions since 1970 have been caused by fossil fuel shocks. And now a more dangerous world increases the risks. To ignore one fossil fuel crisis and carry on with business as usual, as some wanted to do, was wrong. To ignore 2 in less than 5 years would be completely irresponsible. And it would be even more irresponsible because unlike the twin fossil fuel shocks of the 1970s, there is now a compelling alternative in the form of clean energy. An alternative that cannot be disrupted by foreign wars because it comes from our own wind, sun and nuclear resources. That isn’t subject to global price shocks because it is locked in at stable prices here at home. That can create hundreds of thousands of good jobs and indeed drive growth – a concern of the Good Growth Foundation obviously – as we use more efficient electrified technologies. And an alternative that will help tackle the climate crisis to protect our children and grandchildren. Indeed, we already see and this is really, really, I think an important point that maybe overlooked part of the debate, we already see how clean energy is helping protect Britain and other countries during this crisis. Since 2010, homegrown renewables in the UK have gone from generating around 7% of our electricity to over 50% today. Independent analysis shows these renewables have cut the wholesale price of electricity, and this is a very important point, I think I should give some credit I think it’s from the ECIU , have cut the wholesale price of electricity by up to a quarter in recent years, helping shield us during this crisis by displacing volatile gas. And around the world we see how different countries are insulating their economies. Like Spain, which has doubled its wind and solar capacity since 2019 and dramatically reduced the influence of gas on power prices. France, which has responded to this latest crisis with a plan to double investment in electrification. And Pakistan, which has seen a solar boom in the years since the invasion of Ukraine. So around the world a new paradigm of clean energy security is emerging. And informed by the lessons of Russia’s invasion of Ukraine, with a mission established - with a mission, and I should give credit to the godmother of missions, Marianna Mazzucato, who’s with us - established when we were in opposition in the UK since we came to office, we have been putting the full weight of government behind making Britain a clean energy superpower. This mission has always had 2 parts—driving to a clean electricity system but also electrifying as much as we can, as we decarbonise the wider economy. My department has been driving this mission at full pelt since July 2024. Recent events show once again why this mission is the energy security, business and growth imperative for this country. And as I said at the outset, while some think we have gone too fast, I disagree. I think the overwhelming lesson of this crisis is we need to go faster still. Because every solar panel we put up, every wind turbine we build, every heat pump we install, every EV on the road makes our country more secure. So that takes me to the second part of my remarks which is how we need to go faster, and there’s 3 parts to this. So first, we will speed up our drive for clean power. In less than 2 years we have secured enough clean, homegrown power for the equivalent of 23 million homes through 2 record-breaking renewables auctions and we’ve got business folk in the room, thank you to them for being part of that process, it’s really important. We’ve invested in the biggest nuclear building programme in half a century, something I’m incredibly proud of. And relentlessly broken down the barriers in the way of building, from planning reform to fixing the dysfunctional grid queue. And in the first weeks of this conflict, we announced that we would step up these efforts by bringing forward our next renewables auction to July. Today we go even further. Building on public land offers a huge opportunity to fast-track the rollout of renewables in this country. And for too long we have failed to seize this opportunity. So my department will work hand in hand with Great British Energy, the Ministry of Defence, Network Rail, Forestry England and other public landowners to build wind, solar and batteries. Honestly this is a no brainer, we’ve got vast amounts of public land that could be used to make us more secure and indeed generate revenue. So we’re going to harness untapped public assets, from railway warehouses to unused brownfield sites, to significantly expand the pipeline of renewables. I’m sure there’s people in this room who’ve got ideas on this, we’d love to hear from you. This could unlock around 10GW of capacity, that’s a cautious estimate, even using only a fraction of government land. We’re also going to step up our work to get critical clean energy projects built across the board, including accelerating the vital grid infrastructure we need. And look the stakes could not be higher: every irrational bureaucratic obstacle in the way of clean energy leaves us more insecure as a country. I won’t go through all the package of very detailed reforms today, but we’re setting out a whole package of them to get the grid we need built, from land access rules to networks consenting, as well as plans to extend permitted development rights and expand self-build for grid connections. And it goes to my view about this which is that we need the British Cycling team philosophy which is that every incremental gain makes a significant difference. We’re going to leave no stone unturned as we mobilise the power of government to build this infrastructure at speed. Second, and maybe this is the part of our mission that’s had less attention publicly, is that even this is not enough because if we continue to use fossil fuels to heat our homes and businesses and power our vehicles, we will remain exposed. So we will also accelerate our efforts to drive electrification across the economy. Even before the Iran war we were seeing record demand for technologies like rooftop solar, batteries, heat pumps and electric vehicles. And in the teeth of this crisis for totally understandable reasons, demand for them is surging: Octopus – you had Greg on earlier – report that solar panel sales rose by more than 75% - sounds like an advert for Octopus this, there are other companies available - and heat pump sales doubled between February and March. And March was the best month ever for EV sales in the UK. Before this crisis it was already often cheaper to run an EV than a petrol or diesel car, but last week we had very exciting news that probably all of you will know, which is Autotrader said new electric cars are now on average cheaper to buy than petrol cars for the first time. That is a big moment, it’s a sort of crossover of the moment that people have been talking about. And with the right tariff, running a heat pump can be cheaper than a gas boiler. I just want to say this, no matter what some people would have us believe, solar panels, heat pumps and EVs are not “woke”. They are common sense. Opponents of clean energy want to stand in the way of what the British public want, the difference is we want to support them in this endeavour. And we are also determined, and this is important, to ensure everyone not just the richest in society can see the benefits. That is why earlier this year we introduced rules to ensure new homes are built with solar and clean heating as standard, the so-called Future Homes Standard – incredibly important and people have been waiting a long time for this - alongside the biggest public investment in home electrification in history through our £15 billion Warm Homes Plan. This is the important social justice element of this mission. We also want to do everything we can to protect families before next winter. This is just the start of what we’re doing today with bringing forward £100 million of funding, in addition to existing plans, to upgrade tens of thousands more social homes this year. We also know that families and small businesses who use heating oil and LPG have been particularly exposed to rising prices. So building on the success of our £7,500 heat pumps grants, we are announcing a supplement available for those reliant on heating oil or LPG , bringing it to £9,000 for the duration of the coming year. Something I’m really excited about and I’m sure you are too is plug in solar in outside spaces, it offers an incredibly exciting opportunity for consumers to benefit from clean power. Half a million families installed it in Germany last year alone, and we will bring it to the UK later this year and we are absolutely motoring on getting this into the shops. But it’s also worth saying, we recognise cost isn’t the only barrier consumers face. So today we are also announcing that we are removing barriers to on-street EV charging, and we’re continuing with our record rollout of charging infrastructure, alongside the 2030 phase out date for new petrol and diesel cars. There’s lots of other important announcements we’re making today like more solar on rooftops of schools, which I’m working with my colleague Bridget Philipson on to help schools cut their energy bills and transfer money into frontline teaching. So that’s the second part of my remarks, spreading electrification across the economy. Third, there is another crucial element – this is the bit you’ve all been waiting for - of ending our dependence and insecurity and that is on delinking. As we get off fossil fuels, we must also break the link to them in our electricity prices. The structure of our energy system means that today, volatile gas usually sets the wholesale price of electricity, meaning that at those times, many renewables and nuclear generators get paid the gas price. At times of crisis, like now, this compounds the impact of fossil fuel shocks on families and businesses. And indeed drives large windfall profits for some electricity generators. Now it’s important to say this, we have already moved from gas setting the price of electricity around 90% of the time in the early 2020s, to around 60% today. And thanks to our clean power mission, we estimate gas will set the wholesale price around half of the time by 2030. But in addition to that, by building clean power we are expanding the proportion of generation on long-term fixed price contracts, that’s CfDs , from around 20% today to over 60% by 2030, which is crucial because it helps break the link with volatile gas even further. But we have concluded that evolution in breaking this link is not enough. So today the Chancellor and I set out how we will take this further. From next year we will seek to transfer legacy low carbon generators, which supply about a third of our power today, onto fixed price contracts that deliver value for money for consumers. Now this, I want to be clear about this, this will be a voluntary decision for those generators. But because of the tax decisions the Chancellor is announcing today, both extending the EGL , the Electricity Generator Levy, and raising the rate, we will significantly change the economic incentives for them to do so. Together, these measures will accelerate the delinking of gas and electricity prices, making funds available to support families and businesses with the impacts of this conflict on the cost of living. For too long, governments have failed to grapple with this challenge of delinking. This government is taking decisive action. Third part of my remarks - as we learn the right lessons from this crisis, we must avoid learning the wrong ones. There has been a lot of debate about the North Sea in recent weeks. Some people say we should cease all drilling and turn off the taps. I disagree with this position. Others say we should drill every last drop. I also think this is the wrong position. As set out in our manifesto, this government is pursuing the sensible pragmatic course. Production from the North Sea is an important and valuable resource, and its workforce is a vital asset for this country. That is why we are harnessing our domestic supply by keeping existing fields open for their lifetime, decades into the future and, as announced in our North Sea Future Plan last year, enabling tiebacks for these fields through our Transitional Energy Certificates. And today in advance of legislation, we are publishing further details on Transitional Energy Certificates to provide greater certainty and clarity for industry looking to invest in already-explored areas near existing licensed fields, supporting a fair and managed transition. Some people will oppose this policy, but I think they are wrong. Our position is rooted in a plan for a just transition and a fair-minded analysis of what the science demands. On the other side of the argument from those who would turn off the taps, there are those who say we should drill every last drop. I just want to talk about this position and why I disagree with it for a minute. I think this position relies on a series of myths which the evidence simply does not support. First, drilling every last drop will not take a penny off bills. Because fossil fuels are sold on global markets no matter where they are produced—and North Sea production is simply too marginal to make any difference to this global price. Second, drilling every last drop cannot give us energy security. The North Sea is a mature and declining basin. Production in the North Sea has already declined by 75% over the course of this century and it no longer has sufficient resources to meet our needs. As a result, we have been net importers for 20 years. New exploration licences, which we are ending, would as the independent National Energy System Operator says, make no material difference to capacity and therefore security of supply. And the industry itself recognises, the vast majority of potential North Sea future production comes from existing fields. Indeed, according to analysis from the North Sea Transition Authority fewer than 10% of exploration licences issued in the last decade have progressed to active production at all. But third then, some people have said that despite the fact that new licences won’t lower prices and won’t give us energy security, we should issue them anyway. But in saying this they would just ignore the reality of the accelerating climate crisis, which is the greatest long-term threat multiplier we face. You see, every piece of credible scientific evidence says that if every country took that approach and drilled every last drop, it would take us to global warming well past 2 degrees to 3 degrees and more. And this view of the dangers of unlimited fossil fuel extraction is not just my view, it is supported by the International Energy Agency and the respected Energy Transition Commission, which includes members from the energy industry. And by providing global leadership on this issue, Britain has helped assemble a coalition of 82 countries committed to the transition away from fossil fuels the world desperately needs. I just want to be very clear about this: I will not betray the future generations of this country by acting on the basis of myth, falsehood and misinformation. Faced with the 2 positions of “every last drop” and “turn off the taps”, we will maintain our pragmatic, sensible position for a managed transition in the North Sea. And we will also stand firm against those who want to abandon our clean energy future. The National Energy System Operator, and honestly you should all read this report, is very clear that falling behind on net zero presents the biggest risks to our energy security because it would leave us more dependent on gas including imports. We’ve seen over £90 billion of private investment announced in clean energy since this government came to office. The Climate Change Committee shows a single fossil fuel shock could cost as much as the entire additional investment required to reach net zero between now and 2050. So to sum up, as Britain grapples with a more uncertain and insecure world there are 2 paths opening up in this debate: Between doubling down on a future built on the rock of clean power and electrification or retreating to the comfort of false solutions that would do nothing for our security and leave us brutally exposed. And let me close by saying this. Over the last 2 decades Britain has been through crisis after crisis. The financial crash, Covid, Russia’s invasion of Ukraine and now the impact of conflict in the Middle East. The question facing us isn’t simply how to avoid a repeat of this shock, that’s important, but how to build a better country as we do so. I believe the agenda I have outlined offers an exciting, optimistic and hopeful future for the country, and that really, really matters. Energy and economic security that can withstand this new age of geopolitical instability. Warmer homes, lower bills, cleaner air, better technologies. A stable environment for business.  Good jobs across our country. And doing the right thing for our children and grandchildren. We owe it to the British people to deliver. We can, we must, we will do it together. Thank you so much everyone.",The era of clean energy security,2026-04-21,2026.0,UK_Government,en,https://www.gov.uk/government/speeches/the-era-of-clean-energy-security,3930,institutional
"Good afternoon, everyone. As steward to one-third of all remaining rainforests and 20% of the world’s biodiversity, Brazil is a climate and nature superpower. But if the health of the Amazon is critical for the health of the planet … then it’s the world’s responsibility to support the countries, communities and people that protect it. And I wanted to say… in Portuguese… that Britain stands shoulder-to-shoulder with Brazil, to help deliver its vision for climate, nature, and people. Earlier today I was in touch with Minister Marina Silva to say how proud I am that our two nations are working so closely together to deliver our shared priorities for people, nature and climate … including through our new Partnership for Green and Inclusive Growth agreed earlier this year. It is a partnership that is already paying dividends … Connecting world-leading research institutions like the Royal Botanic Gardens Kew and Brazilian Museum Emilio Goeldi…… And the Met Office and the National Institute of Amazonian Research on the UK-Brazil Amazon Face project in the forest close to Manaus….. which will generate vital data on the impacts of atmospheric carbon on forest health. It provides a pathway for connecting businesses and investors in both our countries, covering industries like energy, bioeconomy, and agriculture…. And a platform for further deepening our cooperation as Brazil adopts Presidency of the G20, and then of COP30. During his bilateral with President Lula in May, the Prime Minister set out the UK’s pledge to invest £80 million in Brazil’s Amazon Fund. Today, I am thrilled that we are not only able to formalise that contribution, but also to announce up to a further £35 million for the fund, to recognise and help support Brazil’s vision for forests and people. What’s more, we will be launching 9 new UK PACT projects in Brazil, which will help mobilise finance for green credits for small farmers, and support Brazil’s Plan for Ecological Transition… And, together with Brazilian Ministers of Industry and Energy, we are launching new Decarbonisation Hubs to catalyze international support for Brazil’s plans for industry decarbonization and hydrogen transition. … The science is overwhelming. Along with rapid decarbonisation, action to protect and restore nature offers one of the most promising, affordable solutions to climate change. Take forests and mangroves. In addition to their benefits for biodiversity and livelihoods, protecting forests could deliver 30% of the mitigation needed to meet our climate goals. Fundamentally, there is no prospect of keeping global temperature rises below 1.5 degrees without urgent action to protect, sustainably manage and restore forests. This is why the UK put forests and nature at the heart of our COP26 Presidency, and we thank the UAE in taking up this cause so energetically for COP28. We look forward to working together with partners, including Brazil, on carrying forward this work to COP30, and I am pleased that UK and Brazilian senior officials will meet for the first time this week to discuss a prospective COP26 to COP30 Dialogue. The UK remains steadfast in our commitments. We are delivering on our pledge to invest £11.6 billion in UK climate finance, including £3 billion on nature, of which £1.5 billion will be for forests. Yesterday, the Prime Minister announced £576 million of new UK forest and nature programmes, £465 million of which goes beyond the £1.5 billion commitment to deliver support beyond 2026. Alongside the Amazon Fund … this includes up to £500 million for Phase 2 of our flagship Investments in Forest and Sustainable Land Use programme, which will benefit half a million people across poor, rural communities, and protect forests across 10 million hectares. It includes … £30 million for the REDD Early Movers Programme … £10 million for a new Forest and Farm Facility … … and £6 million for the Forest and Climate Leaders Partnership launched at COP27. And it also includes the formal launch of the Congo Basin Forest Action Programme … delivering on the PM’s £90m commitment at COP27 … which will protect these unique forests, while supporting local people. We are making good progress with partners on other key priorities too. We are working with the 14 largest agricultural commodity traders to ensure that they deliver on the promises they made in Glasgow … to align soy, beef and palm oil production with a 1.5-degree path. I am pleased to report that on soy … traders like Bunge, LDC, Amaggi and now ADM and Cargill have stepped up to protect biomes like the Brazilian Cerrado from destruction. And on finance, we are celebrating the first purchase agreements for carbon credits through the LEAF Coalition in Ghana and Costa Rica… which amount to $60 million. … as well as working through the Forest and Climate Leaders Partnership to agree a roadmap to scale results-based payment and high integrity forest carbon markets. But the challenge remains. Action is now imperative, and time is short. Delivering on our commitments to climate and nature, and of course on the Sustainable Development Goals, requires political will, finance, and close cooperation….. …strengthening resolve and deepening partnerships between governments, industry, businesses and citizens. That’s why we’re here today. That’s why we’re celebrating this fantastic partnership. And that’s why the UK and Brazil will work ceaselessly together to deliver the change we so urgently need. Thank you.","UK - Brazilian Partnership speech, Nature Day, COP28",2023-12-02,2023.0,UK_Government,en,https://www.gov.uk/government/speeches/uk-brazilian-partnership-speech-nature-day-cop28,885,institutional
"Thank you, President. We thank Vanuatu and the core group presenting this resolution for the positive and constructive approach they have taken toward negotiations, and in particular welcome the presence of Prime Minister Kalsakau in this meeting. The United Kingdom is committed to taking ambitious action to tackle climate change, biodiversity loss and environmental degradation. We were proud to host COP26 in Glasgow, where all 197 Parties agreed to the Glasgow Climate Pact. At COP26, nature also moved from the margins of the debate on climate change to the heart of it. The UK will continue to lead and engage on climate change and on nature to make sure that promises are kept and delivered to the highest standards, working with all partners to maintain momentum. The UK is especially proud of its work with Small Island Developing States and Least Developed Countries, both in its capacity as COP26 Presidency, and also beyond this. The UK recognises that all States are vulnerable to the impacts of climate change and that SIDS are some of the most vulnerable. In this regard, the UK set up Climate & Development Ministerials to focus on priorities of climate vulnerable states. We co-lead with Fiji the Taskforce on Access to Climate Finance to improve access to climate finance for SIDS and climate vulnerable States. We have also created programmes like the SIDS Capacity and Resilience Programme and the Infrastructure for Resilient Island States facility. In addition, the UK was instrumental in securing agreements and funding to set up and develop the Santiago Network, to provide technical assistance for the implementation of approaches for averting, minimising and addressing loss and damage. We welcome the ICJ considering the current obligations of all States under international law to ensure the protection of the climate system and other parts of the environment from anthropogenic emissions of greenhouse gases, and the legal consequences where states, by their acts or omissions, breach such obligations, causing significant harm. By looking at the obligations as they are today, the questions are clearly focused on assisting States in understanding these obligations under international law, so that they are able to comply with them in the future and understand the consequences if they breach them. In particular, we are pleased to make the following four observations on the questions: First, they are not determinative of whether there are obligations or where they flow from. Second, they do not prejudge whether breaches have occurred, are occurring or will occur but look at the consequences if and when they do. Third, they are not limited to considering the obligations and legal consequences for any specific State or States; and Finally, they are not determinative of whether any States have been specially affected or injured. The United Kingdom’s co-sponsorship of the resolution today is without prejudice both to its position on, and interpretation of, the obligations, instruments and concepts to which this resolution refers and to any submissions by His Majesty’s Government before the ICJ and other courts and tribunals. We also note that the first question is focused on the obligations relating specifically to anthropogenic emissions of greenhouse gases. Increasing climate action is a top priority for the United Kingdom. The IPCC says to keep 1.5 alive we need emissions to peak in 2025, to halve by 2030 and reach net-zero by 2050. We recognise the UNFCCC as the primary intergovernmental negotiating forum for climate action. An ICJ Advisory Opinion may help to refocus efforts to deliver on climate commitments in this critical decade, which would support the UNFCCC’s agenda. We are pleased to co-sponsor this resolution today. Thank you.",UN adopts UK co-sponsored resolution on climate change: UK at the UN,2023-03-29,2023.0,UK_Government,en,https://www.gov.uk/government/speeches/un-adopts-uk-co-sponsored-resolution-on-climate-change-uk-at-the-un,603,institutional
